C�digo Barra,C�digo Reduzido,Descri��o,Unidade Medida,Categoria,Setor,Pre�o de Venda Unit�rio R$,Classificacao Fiscal / NCM,CST ICMS Sa�da,CEST,CFOP Estadual,Al�quota ICMS,Al�quota de PIS,CST PIS Sa�da,Al�quota de COFINS,CST COFINS Sa�da,Enviar para Balan�a,,,,,,,,,,
|7896002301640|,-,PAO SEM CASCA INTEGRAL 450G PULLMAN,UN,MERCEARIA SECA,02 REVENDA,17,3200,1905.90.10 - PAO DE FORMA,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896209401174|,-,PAO 14 GRAOS 450G NUTRELLA,UN,MERCEARIA SECA,02 REVENDA,12,6000,1905.90.10 - PAO DE FORMA,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896002300377|,-,PAO FRUTAS 500G NUTRELLA,UN,MERCEARIA SECA,02 REVENDA,19,4000,1905.90.10 - PAO DE FORMA,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|9002490247379|,-,RED BULL MELANCIA 250ML,UN,BEBIDAS,02 REVENDA,12,2000,2202.10.00 - SUCOS / CHAS / ENERG,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|9002490247386|,-,RED BULL MELANCIA 250ML,UN,BEBIDAS,02 REVENDA,12,2000,2202.10.00 - SUCOS / CHAS / ENERG,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
-,1489,ROASTBEEF TRADICIONAL,KG,FRIOS,02 REVENDA,124,8000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
-,1481,PEITO DE PERU PERDIGAO,KG,FRIOS,02 REVENDA,64,9000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
-,720,TORRADA TRADICIONAL DA CASA,KG,PANIFICACAO, ,25,7600,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7896214570544|,-,GELEIA QUEENSBERRY MORANGO 180G,UN,MERCEARIA ESPECIAL,02 REVENDA,17,8000,2007.99.10 - GELEIAS E MARMELADES,DE OUTS.FRUTAS,60,17.094.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|8711000460245|,-,CAPSULA CAFE LOR INDONESIA 52G,UN,MERCEARIA SECA,02 REVENDA,28,2400,2202.99.00 - OUTROS SUCOS,60,17.114.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|8711000362556|,-,CAPSULA CAFE LOR SONTUOSO 52G,UN,MERCEARIA SECA,02 REVENDA,28,2400,2202.99.00 - OUTROS SUCOS,60,17.114.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7896089089844|,-,CAFE SOLUVEL LOR CLASSIQUE 90G,UN,MERCEARIA SECA,02 REVENDA,24,9000,2202.99.00 - OUTROS SUCOS,60,17.114.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,,,,
|7899930900794|,-,BOMBOM GOLDKO MARSHMALLOW 11,5G,UN,BOMBONIERE,02 REVENDA,5,6700,1806.31.20 - OUTS.PREPARS.ALIMENTS.C/CACAU,RECHEADAS,EM TABLETES,ETC,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,
|7899930900787|,-,BOMBOM GOLDKO MARSHMALLOW 11,5G,UN,BOMBONIERE,02 REVENDA,5,6700,1806.31.20 - OUTS.PREPARS.ALIMENTS.C/CACAU,RECHEADAS,EM TABLETES,ETC,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,
|7804320303178|,-,VINHO CASILLERO DEL DIABLO CABERNET 750ML,UN,BEBIDAS,02 REVENDA,72,8000,2204.21.00 - OUTS.VINHOS,MOSTOS DE UVAS,FERM.IMPED. ALCOOL,RECIPS<=2L,60,02.024.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,4,7,600,4,-,,
|7804320301174|,-,VINHO CASILLERO DEL DIABLO BLANC 750ML,UN,BEBIDAS,02 REVENDA,72,8000,2204.21.00 - OUTS.VINHOS,MOSTOS DE UVAS,FERM.IMPED. ALCOOL,RECIPS<=2L,60,02.024.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,4,7,600,4,-,,
|7896707343334|,-,PIRULITO GOURMET 31G,UN,BOMBONIERE,02 REVENDA,6,8000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896707343129|,-,PIRULITO GOURMET 31G,UN,BOMBONIERE,02 REVENDA,6,8000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|09504578|,-,PIRULITO GOURMET 31G,UN,BOMBONIERE,02 REVENDA,6,8000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|0950457|,-,PIRULITO GOURMET 31G,UN,BOMBONIERE,02 REVENDA,6,8000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898618520422|,-,PRESUNTO CRU ITALIANO FATIADO CERATTI 100G,UN,FRIOS,02 REVENDA,33,5000,1602.49.00 - OUTS.PREPARS.ALIMENTS.E CONSERVAS,DE SUINOS E MISTURAS,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,
|7898907631990|,-,PRESUNTO CRU ITALIANO FATIADO CERATTI 100G,UN,FRIOS,02 REVENDA,33,5000,1602.49.00 - OUTS.PREPARS.ALIMENTS.E CONSERVAS,DE SUINOS E MISTURAS,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,
|7898907631006|,-,PRESUNTO CRU ESPANHOL CERATTI 100G,UN,FRIOS,02 REVENDA,34,4000,0210.19.00 - BACON,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7896732300289|,-,PACOCA GALVANI 73G,UN,BOMBONIERE,02 REVENDA,3,2000,2008.11.00 - AMENDOINS PREPARADOS OU CONSERVADOS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896005809501|,-,CAPPUCCINO CHOCOLATE 3 CORACOES 260ML,UN,LATICINIOS,02 REVENDA,9,2000,2202.99.00 - OUTROS SUCOS,60,17.115.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896005809495|,-,CAPPUCCINO BALANCE 3 CORACOES 260ML,UN,LATICINIOS,02 REVENDA,9,8000,2202.99.00 - OUTROS SUCOS,60,17.115.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898994498056|,-,ALFAJOR ODARA CHOCOLATE M. AMARGO 65G,UN,BOMBONIERE,02 REVENDA,10,8000,1704.90.90 - DOCES E CONFEITARIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898994498025|,-,ALFAJOR ODARA CHOCOLATE M. AMARGO 65G,UN,BOMBONIERE,02 REVENDA,10,8000,1704.90.90 - DOCES E CONFEITARIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898994498018|,-,ALFAJOR ODARA CHOCOLATE M. AMARGO 65G,UN,BOMBONIERE,02 REVENDA,10,8000,1704.90.90 - DOCES E CONFEITARIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898962711088|,-,ALFAJOR ODARA CHOCOLATE M. AMARGO 65G,UN,BOMBONIERE,02 REVENDA,10,8000,1704.90.90 - DOCES E CONFEITARIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891962063874|,45659,BISNAGUINHA BAUDUCCO 260G,UN,MERCEARIA SECA,02 REVENDA,9,5000,1905.90.90 - PAES, BOLOS, BOLACHAS,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000367124|,-,CHOC MOCA BRIGADEIRO 80G,UN,BOMBONIERE,02 REVENDA,9,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000367117|,-,CHOC MOCA BRIGADEIRO 80G,UN,BOMBONIERE,02 REVENDA,9,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000326404|,-,CHOC MOCA BRIGADEIRO 80G,UN,BOMBONIERE,02 REVENDA,9,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000326398|,-,CHOC MOCA BRIGADEIRO 80G,UN,BOMBONIERE,02 REVENDA,9,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000367063|,-,CHOC NESCAU 80G,UN,BOMBONIERE,02 REVENDA,9,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000326459|,-,CHOC NESCAU 80G,UN,BOMBONIERE,02 REVENDA,9,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000326442|,-,CHOC NESCAU 80G,UN,BOMBONIERE,02 REVENDA,9,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7898380411553|,-,BROWNIE PROTEIN BELIVE 40G,UN,BOMBONIERE,02 REVENDA,9,8000,1905.20.90 - PAES ESPECIAIS E BOLOS SECOS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7898380411652|,-,BROWNIE PROTEIN BELIVE 40G,UN,BOMBONIERE,02 REVENDA,9,8000,1905.20.90 - PAES ESPECIAIS E BOLOS SECOS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,Sim,,,,,
|7891149101528|,-,BRAHMA MALZBIER LATA,UN,BEBIDAS,02 REVENDA,7,5000,2203.00.00 - CERVEJAS,60,03.021.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,,
|7896002310246|,-,PAO CRANBERRY 350G NUTRELLA,UN,MERCEARIA SECA,02 REVENDA,13,8000,1905.90.10 - PAO DE FORMA,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|9786556090764|,-,LIVRO UNIVERSIDADE MKT DIGITAL,UN,MERCEARIA ESPECIAL,02 REVENDA,59,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786556580036|,-,LIVRO TOY STORY 4 BILINGUE,UN,MERCEARIA ESPECIAL,02 REVENDA,31,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786556580005|,-,LIVRO O BOM DINOSSAURO BILINGUE,UN,MERCEARIA ESPECIAL,02 REVENDA,31,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786556580050|,-,LIVRO CARROS 3 BILINGUE,UN,MERCEARIA ESPECIAL,02 REVENDA,31,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786550470364|,-,LIVRO A ARTE DE MANIPULAR A SORTE,UN,MERCEARIA ESPECIAL,02 REVENDA,52,3900,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786555440591|,-,LIVRO EDUCAR, AMAR E DAR LIMITES,UN,MERCEARIA ESPECIAL,02 REVENDA,67,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|9788573128130|,-,LIVRO ACIMA DE TUDO O AMOR,UN,MERCEARIA ESPECIAL,02 REVENDA,67,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786555440607|,-,LIVRO MEDICINA DO AMANHA,UN,MERCEARIA ESPECIAL,02 REVENDA,57,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786556580012|,-,LIVRO PROCURANDO DORY BILINGUE,UN,MERCEARIA ESPECIAL,02 REVENDA,31,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786555440867|,-,LIVRO O DESAFIO DO IMPOSSIVEL,UN,MERCEARIA ESPECIAL,02 REVENDA,57,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9788595033962|,-,LIVRO MINHAS PRIMEIRAS HISTORIAS DA BIBLIA,UN,MERCEARIA ESPECIAL,02 REVENDA,42,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9788536825144|,-,LIVRO MICKEY DIVERSAO COLORIDA,UN,MERCEARIA ESPECIAL,02 REVENDA,29,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|9786556580203|,-,LIVRO A PEQUENA SEREIA DIVERSAO COLORIDA,UN,MERCEARIA ESPECIAL,02 REVENDA,29,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7891000306758|,-,CHOC NESTLE ALPINO DARK 41% 85G,UN,BOMBONIERE,02 REVENDA,10,9000,1806.32.10 - CHOCOLATE NAO RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7896702900051|,-,PIPOCA DOCE CLAC 170G,UN,MERCEARIA ESPECIAL,02 REVENDA,10,8000,1904.90.00 - PREPARACOES A BASE DE CEREAIS,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,1,7,600,1,-,,,,,,,
-,719,CANJICA DA CASA,KG,MERCEARIA ESPECIAL, ,49,9000,1704.90.90 - DOCES E CONFEITARIA,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
-,722,LANCHE BURACO QUENTE,KG,RECEITUARIOS, ,72,4000,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7896702901027|,-,PIPOCA ACUCARADA SMELL 50G,UN,MERCEARIA ESPECIAL,02 REVENDA,1,8900,1904.90.00 - PREPARACOES A BASE DE CEREAIS,60,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,0,1,650,1,7,600,1,-,,,,,,,
|7896732300456|,-,DOCE DE BATATA GALVANI 66G,UN,BOMBONIERE,02 REVENDA,3,4000,1704.90.90 - DOCES E CONFEITARIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896732300272|,-,DOCE DE BATATA GALVANI 66G,UN,BOMBONIERE,02 REVENDA,3,4000,1704.90.90 - DOCES E CONFEITARIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896306623455|,-,CHOCOLATE TRENTO DUO 32G,UN,BOMBONIERE,02 REVENDA,3,7000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7896306623448|,-,CHOCOLATE TRENTO DUO 32G,UN,BOMBONIERE,02 REVENDA,3,7000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|9786556580289|,-,LIVRO A BELA E A FERA DIVERSAO COLORIDA,UN,MERCEARIA ESPECIAL,02 REVENDA,29,9000,4901.99.00 - OUTROS LIVROS,BROCHURAS E IMPRESSOS SEMELHANTES,60,28.064.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7891137000024|,-,PASTILHA VALDA 50G,UN,BOMBONIERE,02 REVENDA,16,8000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891137000017|,-,PASTILHA VALDA 50G,UN,BOMBONIERE,02 REVENDA,16,8000,1704.90.20 - BALAS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7897866601662|,-,KETCHUP CAIPIRA MASSALHO 350G,UN,MERCEARIA SECA,02 REVENDA,18,2000,2103.20.10 - KETCHUP E OUTS.MOLHOS TOMATE, PREPAR. EMBAL.IMED.P<=1KG,60,28.062.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7898961333823|,-,CEBOLA CARAMELIZADA MASSALHO 350G,UN,MERCEARIA SECA,02 REVENDA,23,4000,2103.20.10 - KETCHUP E OUTS.MOLHOS TOMATE, PREPAR. EMBAL.IMED.P<=1KG,60,28.062.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7898955705766|,-,JUNGLE UVA 500ML,UN,BEBIDAS,02 REVENDA,9,3000,2202.99.00 - OUTROS SUCOS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7622210566409|,-,BIS XTRA BLACK 45G,UN,BOMBONIERE,02 REVENDA,5,5000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7622210566393|,-,BIS XTRA BLACK 45G,UN,BOMBONIERE,02 REVENDA,5,5000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7896002303460|,-,ARTESANO INTEGRAL 500G PULLMAN,UN,MERCEARIA SECA,02 REVENDA,17,3000,1905.90.10 - PAO DE FORMA,60,17.060.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|78941267|,-,CIG CAMEL COMPACT PERA,UN,CIGARROS,02 REVENDA,12,5000,2402.20.00 - CIGARROS E TABACOS,60,04.001.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,8,7,600,8,-,,,,,
|7622210563477|,-,TRIDENT MAX MENTA BLUEBERRY 16.5G,UN,BOMBONIERE,02 REVENDA,4,9000,2106.90.50 - TRIDENT CHICLE,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7622210563538|,-,TRIDENT MAX HORTELA 16.5G,UN,BOMBONIERE,02 REVENDA,4,9000,2106.90.50 - TRIDENT CHICLE,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7622210563521|,-,TRIDENT MAX HORTELA 16.5G,UN,BOMBONIERE,02 REVENDA,4,9000,2106.90.50 - TRIDENT CHICLE,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7896080901022|,-,VELA PARANA N3 C8UN,UN,CONVENIENCIA,02 REVENDA,6,1900,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896100901483|,-,VELA PARANA N3 C8UN,UN,CONVENIENCIA,02 REVENDA,6,1900,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896080901480|,-,VELA PARANA N3 C8UN,UN,CONVENIENCIA,02 REVENDA,6,1900,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891008169201|,-,CHOC OPERETA GAROTO 90G,UN,BOMBONIERE,02 REVENDA,8,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891008122213|,-,CHOC OPERETA GAROTO 90G,UN,BOMBONIERE,02 REVENDA,8,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
